Group Number,Tutorial Group,Student ID,School,Name,Gender,CGPA
474,G-33,1434,CEE,Wira Bin Fadli,Male,3.85
474,G-33,19,CoB (NBS),Maya Sarin,Female,4.03
474,G-33,3842,CCEB,Priti Singh,Female,4.03
474,G-33,5100,SBS,Jacky Lau,Male,4.04
475,G-33,3777,SSS,Isaac Robinson,Male,4.02
475,G-33,1675,CCDS,Mina Qiu,Female,4.03
475,G-33,3594,CoB (NBS),Luna Zhao,Female,4.52
475,G-33,1937,EEE,Maverick Brown,Male,4.12
475,G-33,3680,SoH,Lin Yi,Female,4.11
476,G-33,1148,CCEB,Rebecca Chen,Female,4.02
476,G-33,1121,CoB (NBS),Milo Wong,Male,4.0
476,G-33,1717,CEE,Chase Sanders,Male,4.15
476,G-33,2855,SoH,Maya Teo,Female,4.25
476,G-33,3198,MAE,Raymond Tan,Male,4.22
477,G-33,2382,MSE,Aashir Khan,Male,4.08
477,G-33,5421,WKW SCI,Sophie Lee,Female,3.92
477,G-33,781,NIE,Nur Fatima,Female,4.2
477,G-33,2911,CoB (NBS),Liang Wei,Male,4.08
477,G-33,645,SBS,Xinyi Lim,Female,4.15
478,G-33,32,SSS,Sophie Ong,Female,4.02
478,G-33,4620,ASE,Ayden Cooper,Male,4.12
478,G-33,1134,NIE,Afreen Bukhari,Female,4.09
478,G-33,5069,CCEB,Yuan Li,Female,4.15
478,G-33,4777,EEE,Amir Bin Jamal,Male,4.1
479,G-33,4194,EEE,Jin Hui,Male,4.09
479,G-33,553,SoH,Lola Lee,Female,4.15
479,G-33,4555,SBS,Hana Yamada,Female,4.14
479,G-33,1517,SPMS,Liang Zhao,Male,4.22
479,G-33,3537,CoB (NBS),Cora Foster,Female,4.01
480,G-33,1748,CCEB,Maya Shankar,Female,4.19
480,G-33,125,ADM,Graham Yang,Male,4.03
480,G-33,3161,CoB (NBS),Neela Kaur,Female,4.14
480,G-33,3399,CCDS,Bunga Melati,Female,4.15
480,G-33,2817,MAE,Lyndon Torres,Male,4.04
481,G-34,1907,EEE,Bruno Alonzo,Male,4.26
481,G-34,5412,CCDS,Dewi Anjani,Female,4.3
481,G-34,6,CoB (NBS),Ellie Stewart,Female,4.2
481,G-34,5564,SPMS,Owen Cox,Male,4.14
481,G-34,2881,EEE,Cynthia Handayani,Female,4.05
482,G-34,4573,CEE,Ruba Khan,Female,4.12
482,G-34,2635,CCDS,Jin Wei Tan,Male,4.15
482,G-34,722,SSS,Talia Wong,Female,3.91
482,G-34,2954,EEE,Rizwan Bin Mohd,Female,4.1
482,G-34,4967,SoH,Xiang Li,Male,4.17
483,G-34,101,CoE,Hao Ren,Male,4.19
483,G-34,2629,CEE,Fiona Garcia,Female,4.01
483,G-34,4932,NIE,Nitesh Singh,Male,4.2
483,G-34,4989,CCEB,Ethan Clark,Male,3.97
483,G-34,2969,SSS,Zai Binti Mohd,Female,4.2
484,G-34,4368,SSS,Kaira Tan,Female,3.92
484,G-34,38,CoE,Liam Zhao,Male,4.04
484,G-34,5046,WKW SCI,Nanami Nakamura,Female,4.12
484,G-34,5364,SPMS,Vanessa Lee,Female,4.1
484,G-34,2656,CoB (NBS),Siddharth Patel,Male,4.26
485,G-34,2003,SPMS,Matthew Morgan,Male,4.08
485,G-34,4843,ASE,Emily Liang,Female,4.14
485,G-34,2860,NIE,Nathan Lee,Male,4.19
485,G-34,1069,EEE,Zhen Yang,Male,4.18
485,G-34,3154,CCEB,Jessica Liu,Female,4.01
486,G-34,2250,WKW SCI,Gina Tam,Female,3.91
486,G-34,3956,ADM,Asher Bell,Male,4.03
486,G-34,2128,CCDS,Rizwan Ahmad,Male,4.02
486,G-34,1587,CCEB,Aditi Reddy,Female,4.17
486,G-34,3086,NIE,Arnav Mehta,Male,3.88
487,G-34,2153,SPMS,Takashi Tanaka,Male,3.97
487,G-34,1396,SBS,Tina Li,Female,4.22
487,G-34,1345,EEE,Angela Lee,Female,4.14
487,G-34,429,CoB (NBS),Samuel Wang,Male,4.03
487,G-34,1992,MAE,Victoria Ross,Female,4.02
488,G-34,4010,CoE,Lily Li,Female,4.08
488,G-34,5851,CCEB,Li Qiang,Male,4.14
488,G-34,1247,ADM,Dahlia Zhao,Female,4.06
488,G-34,3582,EEE,Sakshi Bhatia,Female,4.26
488,G-34,3659,CCDS,Arjun Sharma,Male,4.06
489,G-34,3048,SBS,Tama Prabowo,Male,4.0
489,G-34,3875,CCDS,Mei Lin,Female,3.94
489,G-34,4919,CoB (NBS),Ivy Yu,Female,4.19
489,G-34,739,CEE,Nash Clark,Male,4.08
489,G-34,232,CCEB,Hafizah Binti Mohd,Female,3.85
490,G-34,4000,CCDS,Li Wei,Female,4.17
490,G-34,864,ASE,Xiao Liu,Male,3.97
490,G-34,1624,SPMS,Aihua Li,Male,4.2
490,G-34,1778,SBS,Nadia Sari,Female,4.15
490,G-34,5444,NIE,Frankie Yip,Male,3.88
491,G-35,3069,CCDS,Zhang Qiang,Male,4.13
491,G-35,1917,CoB (NBS),Riya Joshi,Female,4.06
491,G-35,4407,ADM,Shiming,Female,4.05
491,G-35,3353,CoE,Zhi Qi Tan,Male,4.19
491,G-35,3997,EEE,Mira Wong,Female,4.12
492,G-35,2065,ADM,Katherine Diaz,Female,3.85
492,G-35,504,CoB (NBS),Zeke Murphy,Male,4.14
492,G-35,2928,CCDS,Alyssa Ong,Female,4.12
492,G-35,404,EEE,Mei Ling,Female,4.2
492,G-35,1512,SBS,Yuan Feng,Male,4.18
493,G-35,360,EEE,Leo Tan,Male,4.12
493,G-35,3796,SSS,Zhonghua,Female,4.2
493,G-35,4521,CCEB,Laurel Wu,Female,4.22
493,G-35,3711,SBS,Rohan Bhatt,Male,4.22
493,G-35,773,EEE,Tran Thi Phuong,Female,4.16
494,G-35,526,SPMS,Nicole Li,Female,4.14
494,G-35,5403,CoB (NBS),Isaac Robinson,Male,4.27
494,G-35,4826,MAE,Amira Khan,Female,4.08
494,G-35,5772,CCDS,Peishan,Female,4.15
494,G-35,2222,CoE,Talha Ali,Male,4.02
495,G-35,5258,CCDS,Noah Wong,Male,4.15
495,G-35,5467,SBS,Lily Wong,Female,4.14
495,G-35,68,SSS,Minnie Zhang,Female,4.15
495,G-35,5838,EEE,Thomas Lee,Male,4.19
495,G-35,1676,SoH,Saba Qureshi,Female,4.11
496,G-35,467,MAE,Samantha Nguyen,Female,4.22
496,G-35,3650,EEE,Huang Lei,Male,4.17
496,G-35,940,SoH,Fangzhou,Female,4.2
496,G-35,3720,CCDS,Shalini Gupta,Female,4.0
496,G-35,2912,CCDS,Kieran Tan,Male,4.03
497,G-35,4604,EEE,Jianjun,Male,3.85
497,G-35,3002,CEE,Sana Iyer,Female,4.12
497,G-35,4053,SSS,Gemma Lee,Female,4.0
497,G-35,3916,CoE,Luca Yang,Male,4.12
497,G-35,1521,SoH,Miki Suzuki,Female,4.2
498,G-35,1384,CCDS,Zara Abbas,Female,4.06
498,G-35,1453,EEE,Taro Yamamoto,Male,4.15
498,G-35,1029,MAE,Stella Lim,Female,4.06
498,G-35,5086,MSE,Isla Lin,Female,3.95
498,G-35,5301,SoH,Chao Xu,Male,4.06
499,G-35,1127,MAE,Carter Bell,Male,4.09
499,G-35,4445,MAE,Evelyn Wang,Female,4.1
499,G-35,5124,EEE,Anika Patel,Female,3.85
499,G-35,1896,NIE,Eko Supriyanto,Male,4.09
499,G-35,3507,CCEB,Ika Binti Jamal,Female,4.2
500,G-35,1388,CCDS,Alina Tan,Female,4.05
500,G-35,4353,EEE,Zain Karim,Male,4.12
500,G-35,57,CEE,Ling Xu,Female,4.06
500,G-35,4446,SSS,Elsa Binti Sulaiman,Female,4.3
500,G-35,1975,CoE,Bodhi Yang,Male,4.05
501,G-36,4246,CCDS,Jae-Suk Jung,Male,4.11
501,G-36,2552,EEE,Sanya Yadav,Female,4.12
501,G-36,4748,CEE,Hassan Raza,Male,4.14
501,G-36,1309,CoE,Benjamin Zhu,Male,4.0
501,G-36,672,MAE,Angelina Chang,Female,4.07
502,G-36,5332,CoB (NBS),Ella Lee,Female,3.91
502,G-36,2299,CCDS,Nguyen Van Thanh,Male,4.05
502,G-36,3451,WKW SCI,Samuel Nelson,Male,4.27
502,G-36,3473,MAE,Leah Smith,Female,4.03
502,G-36,4115,ADM,Rakesh Pillai,Male,3.86
503,G-36,5756,CCDS,Omar Peterson,Male,4.12
503,G-36,2279,MAE,Maya Yusof,Female,4.12
503,G-36,4966,SoH,Oliver Cheng,Male,4.26
503,G-36,4305,NIE,Liam Davis,Male,4.12
503,G-36,5549,CCEB,Layla Hughes,Female,4.11
504,G-36,3761,CoB (NBS),Anisa Rahman,Female,3.95
504,G-36,3240,SoH,Bo Wen Lim,Male,4.05
504,G-36,5933,EEE,Azlan Bin Rahim,Male,3.9
504,G-36,1219,CCDS,Addison Cook,Female,4.0
504,G-36,2176,SPMS,Logan Kim,Male,4.26
505,G-36,2620,EEE,Chunxiu,Male,4.0
505,G-36,693,SBS,Yuki Nakamura,Female,4.03
505,G-36,4805,NIE,Chris Evans,Male,4.08
505,G-36,653,CCEB,Jasper Lim,Male,4.02
505,G-36,916,EEE,Vikash Wang,Female,4.0
506,G-36,1252,SSS,Lily Zhang,Female,4.25
506,G-36,590,SPMS,Erik Yang,Male,4.01
506,G-36,1705,CCDS,Owen Mitchell,Male,4.09
506,G-36,4209,CCEB,Olivia Moore,Female,3.87
506,G-36,4165,EEE,Alvin Young,Male,4.18
507,G-36,1454,SPMS,Shreyas Nair,Male,4.12
507,G-36,4493,CCDS,Hannah Moore,Female,4.21
507,G-36,2729,CCEB,Ryder Brown,Male,4.11
507,G-36,5286,NIE,Dylan Nguyen,Male,4.04
507,G-36,3712,CoB (NBS),Eliza Lin,Female,4.22
508,G-36,2864,CCDS,Emily Lee,Female,3.89
508,G-36,2021,CoB (NBS),Hugo Long,Male,4.26
508,G-36,5974,SPMS,Adil Patel,Male,4.15
508,G-36,176,MAE,Susan Tan,Female,4.03
508,G-36,576,SSS,Marco Garcia,Male,4.1
509,G-36,2540,CCDS,Arvind Nair,Male,4.26
509,G-36,2202,CoB (NBS),Carmen Lim,Female,4.15
509,G-36,1780,SoH,Anna Yang,Female,3.94
509,G-36,2042,SPMS,Kevin Ross,Male,4.09
509,G-36,4606,EEE,Xing Ying,Female,4.18
510,G-36,4109,SBS,Lila Chang,Female,3.9
510,G-36,2573,SoH,Benjamin Huang,Male,4.12
510,G-36,2832,SPMS,Tama Prabowo,Male,4.05
510,G-36,3743,CCEB,Aisha Noor,Female,4.11
510,G-36,2333,EEE,Robert Jones,Male,3.88
511,G-37,4722,CCDS,Benjamin Lee,Male,4.1
511,G-37,5799,MAE,Nisha Binti,Female,3.95
511,G-37,2375,EEE,Lisa Yang,Female,4.08
511,G-37,2372,CoB (NBS),Medi Prabowo,Male,4.05
511,G-37,93,SSS,Sara Tan,Female,4.06
512,G-37,637,CoB (NBS),Zara Binti Mohd,Female,3.9
512,G-37,5209,EEE,Caleb Bennett,Male,4.03
512,G-37,3887,CoB (NBS),Alya Farisha,Female,4.22
512,G-37,4235,SSS,Willa Ford,Female,4.09
512,G-37,1502,CoE,Dante Ong,Male,4.97
513,G-37,4859,CoB (NBS),Jasper Wu,Male,4.09
513,G-37,161,LKCMedicine,Min-Young Kim,Female,3.9
513,G-37,1582,SSS,Kavita Iyer,Female,4.09
513,G-37,3147,CCDS,Tran Van Phuc,Male,4.11
513,G-37,5879,CoB (NBS),Kavya Joshi,Female,4.09
514,G-37,3164,CCEB,Sophia Johnson,Female,4.52
514,G-37,5092,CoB (NBS),Jin Xiu Lim,Male,4.15
514,G-37,5869,SPMS,Juliet Chen,Female,4.19
514,G-37,1282,MAE,Mia White,Female,4.0
514,G-37,294,CEE,Logan King,Male,3.9
515,G-37,407,CCEB,Kellan Baker,Male,4.05
515,G-37,3606,MAE,Evelyn Carter,Female,4.14
515,G-37,2689,CoB (NBS),Neha Yadav,Female,4.2
515,G-37,5590,EEE,Victor Wong,Male,4.0
515,G-37,1216,CCEB,Vera Kim,Female,4.02
516,G-37,34,MSE,Theresa Tan,Female,4.3
516,G-37,2306,LKCMedicine,Cameron Tan,Male,4.11
516,G-37,2561,SBS,Nita Yuliana,Female,4.1
516,G-37,3870,CoB (NBS),Erin Zhang,Female,4.09
516,G-37,193,ASE,Gavin Wu,Male,4.02
517,G-37,326,SBS,Avery Lee,Male,4.03
517,G-37,2078,EEE,Amina Zainal,Female,4.23
517,G-37,339,CCEB,Wenkai,Female,4.05
517,G-37,3631,WKW SCI,Zac Johnson,Male,4.19
517,G-37,4217,CoB (NBS),Ember Chen,Female,4.06
518,G-37,1662,CCEB,Jin Wei,Female,4.52
518,G-37,198,CCDS,Cory Tan,Male,4.1
518,G-37,3855,MAE,Gordon Ho,Male,4.17
518,G-37,4170,SBS,Isabella Cheung,Female,4.04
518,G-37,4960,MAE,Chengxian,Male,3.9
519,G-37,2891,EEE,Rajesh Yadav,Male,4.22
519,G-37,3256,CCEB,Asma Sheikh,Female,4.2
519,G-37,1603,SSS,Amelia Clark,Female,4.17
519,G-37,1820,SBS,Jasper Tan,Male,4.09
519,G-37,3494,CoB (NBS),Nora Tan,Female,4.15
520,G-37,4220,CoB (NBS),Lily Liu,Female,4.22
520,G-37,56,MAE,Bruno Alonzo,Male,4.0
520,G-37,4248,MSE,Megan Tsai,Female,4.18
520,G-37,188,MAE,Sophie Zhao,Female,4.18
520,G-37,374,SPMS,Bennett Yang,Male,4.12
521,G-38,4776,CCDS,Shivam Reddy,Male,4.14
521,G-38,3436,SPMS,Lina Binti Omar,Female,4.0
521,G-38,1036,CCEB,Sonia Irfan,Female,4.2
521,G-38,2358,SBS,Kaito Saito,Male,3.89
521,G-38,1805,CCDS,Tanya Lim,Female,4.14
522,G-38,1611,CCEB,Lina Zhang,Female,4.05
522,G-38,1307,CCDS,Tanner Pineda,Male,4.14
522,G-38,5672,CoB (NBS),Fatima Binti,Female,3.85
522,G-38,3597,CoB (NBS),Nina Singh,Female,4.2
522,G-38,5471,NIE,Stepan Aleksandrov,Male,4.18
523,G-38,3760,CoB (NBS),Jett Chen,Male,4.16
523,G-38,4481,MAE,Nisha Kaur,Female,4.08
523,G-38,3294,EEE,Tingting,Female,4.15
523,G-38,3376,CCDS,Andrew Wright,Male,4.22
523,G-38,4802,CoB (NBS),Sara Binti Kamar,Female,3.95
524,G-38,2850,SBS,Yuna Sato,Female,3.89
524,G-38,2623,CoB (NBS),Noah Alonzo,Male,4.19
524,G-38,3813,SPMS,Simran Kaur,Female,4.19
524,G-38,5285,MAE,Sana Rani,Female,3.91
524,G-38,1760,CCDS,Tristan Smith,Male,4.52
525,G-38,5499,SBS,Ikram Tan,Male,4.01
525,G-38,1327,CoB (NBS),Neela Joshi,Female,3.97
525,G-38,4941,SSS,Vera Nikitina,Female,4.15
525,G-38,1811,NIE,Marcus Chen,Male,4.06
525,G-38,3922,SoH,Ruqaiya Ali,Female,4.0
526,G-38,4060,CCEB,Misha Javed,Female,4.15
526,G-38,2351,ADM,Li Wei,Male,4.05
526,G-38,1835,CCDS,Prisha Tan,Female,4.19
526,G-38,4258,SoH,Pallavi Menon,Female,4.02
526,G-38,4638,MAE,Phan Duc Minh,Male,3.87
527,G-38,2672,CCEB,Zhi Hao Lim,Male,4.3
527,G-38,3965,NIE,Prisha Singh,Female,4.01
527,G-38,2608,CoB (NBS),Peyton James,Female,3.89
527,G-38,396,CCEB,Wyatt Price,Male,4.03
527,G-38,3070,ADM,Layla Price,Female,4.15
528,G-38,1358,CCDS,Zainab Rashid,Female,4.06
528,G-38,3839,ASE,Hunter Moore,Male,4.03
528,G-38,4284,SSS,Ruby Chow,Female,4.03
528,G-38,3493,CoB (NBS),Aoqin,Female,4.1
528,G-38,1240,WKW SCI,Benson Huang,Male,4.2
529,G-38,3373,ADM,Bhavesh Gandhi,Male,4.2
529,G-38,649,MAE,Xena Chan,Female,4.1
529,G-38,3742,EEE,Nora Binti Rahman,Female,3.8
529,G-38,655,NIE,Rishi Reddy,Male,4.14
529,G-38,316,CCDS,Zainab Bukhari,Female,4.19
530,G-38,508,CoB (NBS),Tiantian,Female,4.1
530,G-38,570,CCDS,Ulysses Ramos,Male,4.21
530,G-38,3321,CCEB,Anis Binti Ahmad,Female,4.1
530,G-38,723,CoE,Dina Binti Omar,Female,4.25
530,G-38,2331,CEE,Ming Zhen Lim,Male,4.1
531,G-39,2278,CoB (NBS),Matthew Scott,Male,4.16
531,G-39,4133,CCEB,Pooja Bhatt,Female,4.08
531,G-39,2497,SBS,Sofia Turner,Female,4.04
531,G-39,4185,CoE,Mukti Bin Ibrahim,Male,3.8
531,G-39,3319,SSS,Ella Harris,Female,4.18
532,G-39,5321,CCDS,Noor Fatima,Female,4.04
532,G-39,2634,MAE,Sariyah Binti Rahman,Female,4.2
532,G-39,5506,WKW SCI,Anita Wong,Female,4.1
532,G-39,4724,SBS,Rani Kaur,Female,4.18
532,G-39,3093,ASE,Aakash Kumar,Male,4.2
533,G-39,2851,SSS,Kirk Lee,Male,4.1
533,G-39,52,NIE,Saanvi Kapoor,Female,3.87
533,G-39,5689,WKW SCI,Victoria Kwan,Female,4.14
533,G-39,3037,CCEB,Michael Nelson,Male,4.2
533,G-39,1487,CCDS,Bingli,Female,4.0
534,G-39,2523,CCEB,Ariana Bennett,Female,4.04
534,G-39,60,CoB (NBS),Layla Tsai,Female,3.95
534,G-39,4811,EEE,Zoe Perez,Female,3.9
534,G-39,5621,ASE,Hannah Wong,Female,4.08
534,G-39,1573,MAE,Ulysses Wong,Male,4.04
535,G-39,4771,CEE,Vikram Seth,Male,4.13
535,G-39,4304,ADM,Emilia Tsang,Female,4.14
535,G-39,3657,SSS,Zara Chen,Female,4.12
535,G-39,5597,CoB (NBS),Rohit Sharma,Male,4.03
535,G-39,2502,EEE,Xiu Ying Tan,Female,4.0
536,G-39,2394,SSS,Emiko Takahashi,Female,4.26
536,G-39,1322,CEE,Liam Wong,Male,4.2
536,G-39,5823,LKCMedicine,Faye Wong,Female,4.11
536,G-39,1853,EEE,Xue Ling Tan,Female,3.8
536,G-39,3598,CoB (NBS),Jinlong,Male,4.1
537,G-39,3392,SPMS,Ethan Wilson,Male,4.08
537,G-39,3642,SSS,Lily Wang,Female,4.05
537,G-39,977,MAE,Elena Chen,Female,4.06
537,G-39,5260,CCDS,Aman Ali,Male,4.14
537,G-39,2186,CoB (NBS),Kiran Nadar,Female,4.1
538,G-39,5759,NIE,Nancy Lee,Female,4.04
538,G-39,1510,ASE,Alexander Black,Male,4.15
538,G-39,1070,SSS,Nadia Wong,Female,4.11
538,G-39,4114,CoB (NBS),Mia Thompson,Female,4.14
538,G-39,4280,EEE,Quincy Turner,Male,4.22
539,G-39,687,SBS,Freddie Chan,Male,4.08
539,G-39,218,CoB (NBS),Tran Thi Lan,Female,4.05
539,G-39,1752,CCEB,Shan Li,Female,4.1
539,G-39,3132,CoB (NBS),Griffin Yang,Male,4.18
539,G-39,4100,MAE,Ananya Sinha,Female,4.02
540,G-39,5789,SoH,Savannah Scott,Female,4.03
540,G-39,3232,LKCMedicine,Saifullah Malik,Male,4.04
540,G-39,2811,CCEB,Zainab Iqbal,Female,4.0
540,G-39,4784,SBS,Saswati Roy,Female,4.0
540,G-39,2310,CoE,Nicolas Brown,Male,4.09
541,G-4,5450,CoE,Emilio Garcia,Male,4.03
541,G-4,1184,MSE,Aaliyah Morgan,Female,4.2
541,G-4,5979,CoB (NBS),Parvati Chatterjee,Female,4.09
541,G-4,1734,CCDS,Dmitry Orlov,Male,3.9
541,G-4,67,CCEB,Laura Tan,Female,3.95
542,G-4,3831,SSS,Molly Chen,Female,4.03
542,G-4,1162,CoB (NBS),Eryan,Female,4.2
542,G-4,2391,EEE,Sanya Mehta,Female,4.02
542,G-4,1535,CoB (NBS),Sofia Khan,Female,4.02
542,G-4,4605,CCEB,Derek Yang,Male,4.1
543,G-4,2727,SoH,Kieran Ross,Male,4.18
543,G-4,3500,ASE,Sania Bukhari,Female,4.04
543,G-4,5568,LKCMedicine,Sophie Fox,Female,4.08
543,G-4,4046,CCEB,Kiran Patel,Male,4.17
543,G-4,3925,CoB (NBS),Sophia Mitchell,Female,4.07
544,G-4,865,CoB (NBS),Meera Bansal,Female,3.97
544,G-4,345,CoE,Hana Tan,Female,4.09
544,G-4,5625,MAE,Nora Pineda,Female,3.92
544,G-4,2775,CCEB,Zainab Farooq,Female,4.15
544,G-4,1302,SoH,Zachary Nelson,Male,4.12
545,G-4,791,CEE,Arvind Rao,Male,4.15
545,G-4,430,EEE,Lan Huang,Female,4.05
545,G-4,3371,CCEB,Dapeng,Female,3.95
545,G-4,3073,WKW SCI,Charles Robinson,Male,4.0
545,G-4,5644,CoB (NBS),Fatimah Abdullah,Female,4.15
546,G-4,1930,EEE,Gracie Scott,Female,4.22
546,G-4,1899,SBS,Charlotte Tsai,Female,4.14
546,G-4,2107,MAE,Cathy Ng,Female,4.08
546,G-4,1830,WKW SCI,Fiona Yeo,Female,4.21
546,G-4,3431,CCEB,Dylan Ward,Male,4.15
547,G-4,2341,CoE,Elan Shah,Male,3.85
547,G-4,1101,CoB (NBS),Nozomi Takahashi,Female,4.26
547,G-4,3159,SSS,Rongwei,Female,3.95
547,G-4,4944,SoH,William Harris,Male,4.12
547,G-4,3674,CCDS,Xiaoping,Female,4.1
548,G-4,1991,CCDS,Emily Tan,Female,4.03
548,G-4,3600,CCEB,Ming Li Tan,Female,3.85
548,G-4,4163,CoB (NBS),Esther Lee,Female,4.12
548,G-4,3949,MAE,Pooja Verma,Female,4.22
548,G-4,5401,EEE,David Hughes,Male,4.15
549,G-4,2985,CCDS,Elias Carter,Male,4.14
549,G-4,2802,ADM,Nina Baker,Female,4.12
549,G-4,3498,MAE,Lina Tan,Female,4.11
549,G-4,3155,EEE,Luca Wu,Male,4.02
549,G-4,5413,LKCMedicine,Nurul Hafiza,Female,4.2
550,G-4,4671,EEE,Juliati Wibowo,Female,4.0
550,G-4,1619,CoB (NBS),Aiden Turner,Male,4.0
550,G-4,4700,SBS,Ruby Kwan,Female,4.16
550,G-4,3236,CCDS,Xiu Fen,Female,4.11
550,G-4,842,SSS,Santiago De Leon,Male,4.01
551,G-40,1988,CEE,Tam Vo,Male,4.12
551,G-40,2943,CoB (NBS),Indira Das,Female,4.02
551,G-40,4713,CCEB,Maya Mohd,Female,4.11
551,G-40,208,CEE,Zhao Yu Tan,Male,3.9
551,G-40,4282,SBS,Yasmin Binti Aziz,Female,4.1
552,G-40,2296,MAE,Tam Nguyen,Female,4.52
552,G-40,5745,MAE,Mukesh Kumar,Male,4.14
552,G-40,3390,CoE,Fedor Baranov,Male,3.91
552,G-40,1360,SBS,Claudia Kim,Female,4.04
552,G-40,3270,SSS,Elliot Bautista,Male,4.17
553,G-40,3115,EEE,Ryan Lewis,Male,4.1
553,G-40,5390,SSS,Elena Tan,Female,4.17
553,G-40,3172,SoH,Akiko Suzuki,Female,4.14
553,G-40,2083,WKW SCI,Isaac Tan,Male,4.05
553,G-40,1105,CoB (NBS),Zora Villanueva,Female,4.11
554,G-40,108,ADM,Jia Zhang,Female,3.9
554,G-40,5921,CCDS,Hudson Walker,Male,4.07
554,G-40,1233,CEE,Saira Bukhari,Female,4.04
554,G-40,5693,EEE,Sierra Murphy,Female,3.94
554,G-40,618,MAE,Yun Ling Ng,Male,4.52
555,G-40,3394,SoH,Jacob Parker,Male,4.01
555,G-40,3348,CoB (NBS),Aiko Yoshikawa,Female,4.17
555,G-40,480,CCDS,Ava Martinez,Female,4.08
555,G-40,2992,CCEB,Chandan Sharma,Male,4.03
555,G-40,2577,CEE,Felicia Tan,Female,3.92
556,G-40,4810,SSS,Lola Li,Female,4.52
556,G-40,1089,MAE,Harrison Mendoza,Male,4.15
556,G-40,109,CoE,Willow Chan,Female,3.93
556,G-40,2478,CCDS,Stella Li,Female,4.02
556,G-40,1368,CEE,Isaac Hall,Male,4.13
557,G-40,3087,SoH,Rizal Ramadhan,Male,4.25
557,G-40,3146,NIE,Hua Mei,Female,4.04
557,G-40,1736,CoB (NBS),Aiyun,Female,4.0
557,G-40,4482,MAE,Karim Khan,Male,4.01
557,G-40,4101,CCDS,Saira Malik,Female,4.12
558,G-40,222,CEE,Wani Binti Amin,Female,3.9
558,G-40,5874,CCDS,Dinesh Rao,Male,4.2
558,G-40,5870,SoH,Xavier Hall,Male,4.12
558,G-40,1595,SPMS,Maya Chan,Female,4.14
558,G-40,2789,EEE,Yuri Chekhov,Male,4.19
559,G-40,2486,SoH,Finn Roberts,Male,4.12
559,G-40,5174,MAE,Zara Adams,Female,4.02
559,G-40,2046,CoE,Emily Wu,Female,4.02
559,G-40,3534,CoB (NBS),Elijah Turner,Male,4.25
559,G-40,5632,EEE,Daria Tan,Female,4.09
560,G-40,1523,EEE,Rita Lee,Female,4.03
560,G-40,3691,CCDS,Tian Zhang,Male,4.14
560,G-40,5241,CoE,Duy Pham,Female,4.06
560,G-40,449,CoB (NBS),Tari Hapsari,Female,4.25
560,G-40,155,ASE,Yogi Setiawan,Male,4.15
561,G-41,278,MAE,Aarav Singh,Male,4.09
561,G-41,4685,CCDS,Phoebe Wang,Female,3.95
561,G-41,3010,EEE,Ananya Verma,Female,4.12
561,G-41,2751,SBS,Desmond Tan,Male,4.21
561,G-41,4885,MAE,Leah Wang,Female,4.03
562,G-41,5112,MSE,Lily Roberts,Female,4.19
562,G-41,1954,CEE,Vinay Nair,Male,4.15
562,G-41,1604,EEE,Ryoji Yamamoto,Male,4.2
562,G-41,147,CoB (NBS),Hilda Andayani,Female,4.2
562,G-41,5107,SPMS,Jayden Richardson,Male,4.04
563,G-41,3107,CCDS,Caleb Lee,Male,4.04
563,G-41,970,CEE,Celeste Ong,Female,4.0
563,G-41,1209,CCDS,Farah Ali,Female,4.01
563,G-41,4545,CCDS,Feng Gao,Male,4.25
563,G-41,3022,MAE,Rebecca Tan,Female,4.16
564,G-41,5771,SBS,Priya Mehta,Female,4.14
564,G-41,1249,EEE,Rishabh Sharma,Male,4.19
564,G-41,622,CEE,Ling Yu,Female,4.19
564,G-41,2919,SSS,Anushka Singh,Female,4.05
564,G-41,4979,CoB (NBS),Owen Tan,Male,3.88
565,G-41,499,CCDS,Samuel Lin,Male,4.12
565,G-41,1995,CoB (NBS),Jaya Kapoor,Female,4.15
565,G-41,318,LKCMedicine,Samia Bukhari,Female,4.17
565,G-41,5873,CoE,Mason Garcia,Male,4.17
565,G-41,371,SPMS,Samantha Murphy,Female,4.26
566,G-41,1363,MAE,Xing Chen,Female,3.85
566,G-41,2038,ADM,Tariq Bin Ali,Male,4.15
566,G-41,2627,EEE,Lana Wang,Female,3.95
566,G-41,313,SPMS,Lina Zhao,Female,4.0
566,G-41,3065,CoB (NBS),Daniel Alonzo,Male,4.14
567,G-41,3487,CCEB,Min-Seok Lee,Male,4.12
567,G-41,4848,CoB (NBS),Areeba Ahmad,Female,4.17
567,G-41,1214,EEE,Riley Brown,Male,3.94
567,G-41,3802,CoE,Shahid Waseem,Male,3.89
567,G-41,1794,CEE,Xia Yan,Female,4.11
568,G-41,5673,SSS,Xing Li,Female,4.03
568,G-41,870,CCEB,Khairul Bin Jamil,Male,4.2
568,G-41,3565,CoB (NBS),Riley Campbell,Female,3.89
568,G-41,2886,SBS,Elena Fedorova,Female,4.1
568,G-41,3962,CCDS,Siddharth Rao,Male,4.1
569,G-41,5877,CEE,Adeel Ahmed,Male,4.08
569,G-41,1429,EEE,Isha Rai,Female,4.11
569,G-41,543,CCDS,Hana Kim,Female,4.26
569,G-41,4242,SoH,Victor Leonov,Male,3.91
569,G-41,3005,MAE,Jenna Lim,Female,4.15
570,G-41,4807,SoH,Yuna Lee,Female,4.1
